maximum,mean,minimum,stdev
0.9885,0.8045375000000002,0.4305,0.19016231709713152
0.9885,0.8039784999999999,0.2785,0.19537384622244078
0.9885,0.8014429999999984,0.285,0.1978993197335454
0.9885,0.8035370000000001,0.4045,0.19272829743190292
0.9885,0.8048420000000008,0.4025,0.19246443187248938
0.9885,0.8098764999999993,0.285,0.19014224543154543
0.9885,0.8017389999999991,0.1505,0.19776173891579732
0.9885,0.7906404999999996,0.3005,0.19910564409315493
0.9885,0.8075769999999985,0.38,0.19258703245805525
0.9885,0.804672499999999,0.324,0.19369987479022807
0.9885,0.8004864999999997,0.2535,0.19185348854725062
0.9885,0.7908589999999993,0.3805,0.1973650959997739
0.9885,0.7956279999999993,0.3595,0.19803655121214384
0.9885,0.7903645000000005,0.4105,0.2002871448439714
0.9885,0.7893980000000005,0.424,0.1957747458075224
0.9885,0.8005980000000013,0.3275,0.19250440097826343
0.9885,0.8024970000000009,0.2565,0.19247665310629222
0.9885,0.8037200000000009,0.303,0.191841591163126
0.9885,0.7950495000000006,0.304,0.19355655194219068
0.9885,0.7919964999999995,0.302,0.20050197439863282
0.9885,0.7973830000000002,0.315,0.1941014047115579
0.9885,0.8007039999999983,0.356,0.19374941131265397
0.9885,0.8018999999999988,0.349,0.1920316249996338
0.9885,0.7928380000000006,0.427,0.19783663653630987
0.9885,0.7885614999999998,0.411,0.19828526033911353
0.9885,0.8055809999999999,0.4235,0.1951284383143575
0.9885,0.7943279999999999,0.4225,0.1989991304403111
0.9885,0.8004285,0.3285,0.19555923306699172
0.9885,0.7954624999999996,0.2525,0.1940011091302056
0.9885,0.801370499999998,0.4185,0.19312838859098386
0.9885,0.8086215000000002,0.266,0.19371993699087856
0.9885,0.8144360000000002,0.264,0.19112914456984317
0.9885,0.8042070000000011,0.213,0.19707686102381475
0.9885,0.8107545000000013,0.4415,0.19476893099195758
0.9885,0.810741500000001,0.331,0.1957938314343686
0.9885,0.8000770000000004,0.3065,0.19654198297310413
0.9885,0.803418,0.3085,0.19318477495910494
0.9885,0.8085410000000003,0.3055,0.19209443463827894
0.9885,0.8022704999999993,0.3315,0.19339896607725185
0.9885,0.8084165000000005,0.3505,0.1921216509864256
0.9885,0.8058129999999992,0.2335,0.19151118252206567
0.9895,0.8036345,0.392,0.19297566468275223
0.9895,0.7984795,0.4245,0.19671124733921555
0.9895,0.8062040000000004,0.302,0.196492344339417
0.9895,0.8107559999999988,0.341,0.19174562045585303
0.9895,0.8062105000000004,0.417,0.19352765678256428
0.9895,0.8160999999999988,0.2535,0.19136753643186188
0.9895,0.8081374999999995,0.147,0.19387451442556863
0.9895,0.8159685000000001,0.313,0.18845161118374654
0.9895,0.8290765000000003,0.409,0.18362202862878418
0.9895,0.8079469999999999,0.398,0.19546998923364184
0.9895,0.8100029999999991,0.427,0.19391449788759998
0.9895,0.803163000000001,0.3175,0.19628095279725954
0.9895,0.7923510000000018,0.3735,0.1956977383594404
0.9895,0.8085730000000004,0.312,0.1904306203608023
0.9895,0.8143295000000005,0.3135,0.1879325096404292
0.9895,0.8142414999999994,0.371,0.18438109292373225
0.9895,0.805880500000001,0.3915,0.19033568890187155
0.9895,0.8054450000000004,0.1625,0.19556561807996828
0.9895,0.8069650000000006,0.2455,0.1946307177066353
0.9895,0.8123495000000003,0.3485,0.19253633059698125
0.9895,0.8073190000000005,0.246,0.19488293213875846
0.9895,0.7968334999999996,0.3215,0.19714153298518802
0.9895,0.8022145000000006,0.3095,0.1937753641197715
0.9895,0.8048834999999994,0.307,0.19319486581622716
0.9895,0.7968350000000001,0.2785,0.19705539773119646
0.9895,0.7983105,0.308,0.1969777089920328
0.9895,0.7917394999999997,0.3415,0.19686368733148832
0.9895,0.7938155000000007,0.279,0.19969820282053125
0.9895,0.7903935,0.2795,0.19863076400132448
0.9895,0.7877519999999995,0.346,0.19837709796244124
0.9895,0.7976354999999986,0.309,0.19708625621729692
0.9895,0.8026769999999995,0.211,0.1961285335462436
0.9895,0.804811,0.388,0.19565889138753695
0.9895,0.7927869999999998,0.3735,0.1995537737829081
0.9895,0.7967305000000001,0.3615,0.1965269717360698
0.9895,0.798382,0.438,0.19669500648465896
0.9895,0.800247500000001,0.4285,0.19126893630108896
0.9895,0.7961540000000008,0.32,0.19415192706743856
0.9895,0.8097410000000018,0.3055,0.19066715873217396
0.9895,0.8033569999999997,0.4245,0.19422377313552522
0.9895,0.794745500000001,0.4245,0.19630211150099722
0.9895,0.8074440000000004,0.392,0.19220960528547984
0.9895,0.803129999999999,0.269,0.1988756950962084
0.9895,0.7981364999999992,0.3175,0.19432039681348412
0.9895,0.8092270000000008,0.337,0.19018925172311912
0.9895,0.7971055000000004,0.334,0.19412905403300662
0.9895,0.7952215000000007,0.339,0.19322420575008198
0.9895,0.7917775000000011,0.3385,0.19652710816513333
0.9895,0.8006615,0.336,0.19368454292418377
0.9895,0.8064754999999991,0.23,0.19246973956897745
0.9895,0.7974165000000001,0.3395,0.19632582936982584
0.9895,0.7972889999999997,0.344,0.19634191727443218
0.9895,0.8003205000000012,0.291,0.19639723656342498
0.9895,0.8127150000000015,0.4005,0.18994852927832837
0.9895,0.8106915000000016,0.2895,0.19229351413334275
0.9895,0.8044870000000012,0.297,0.19427417051939755
0.9895,0.8104899999999998,0.422,0.19173680632575485
0.9895,0.8052779999999993,0.3285,0.19612376122234643
0.9895,0.802504,0.3045,0.1959256427423424
0.9895,0.8013045000000013,0.304,0.1925629092783705
0.9895,0.80186,0.3085,0.18950094036705983
0.9895,0.7919179999999987,0.339,0.194684525003915
0.9895,0.7798149999999996,0.278,0.197134503004928
0.9895,0.786976,0.2775,0.19554934907587887
0.9895,0.7976975000000006,0.167,0.1961870083459911
0.9895,0.8041215000000006,0.4025,0.18918952531192101
0.9895,0.8112069999999998,0.3685,0.1900585492710076
0.9895,0.8046639999999992,0.391,0.18987038764378186
0.9895,0.8099419999999988,0.3745,0.1880443102994613
0.9895,0.8107179999999993,0.3305,0.1927189157192411
0.9895,0.8055125000000005,0.3325,0.19667448384004974
0.9895,0.8084089999999996,0.303,0.19893442818929058
0.9895,0.8081819999999996,0.2375,0.19814193871061234
0.9895,0.7946805000000003,0.258,0.19847453153931363
0.9895,0.7982035000000006,0.368,0.1956009862903305
0.9895,0.7885755000000001,0.378,0.1986017121017593
0.9895,0.8064140000000006,0.351,0.19151327657371428
0.9895,0.8088900000000002,0.343,0.1920416111159247
0.9895,0.8008325000000011,0.296,0.19507641629307737
0.9895,0.7818935000000005,0.296,0.20082680948456555
0.9895,0.8075795000000008,0.2445,0.19334151889790765
0.9895,0.8004185000000001,0.244,0.1947702392763072
0.9895,0.797923999999999,0.243,0.194143517079505
0.9895,0.7994519999999989,0.3635,0.19424311363855348
0.9895,0.8043755,0.2855,0.1934193972944545
0.9895,0.8030605000000002,0.1355,0.19423498291952979
0.9895,0.8046884999999999,0.395,0.1924951498551328
0.9895,0.8001720000000017,0.4185,0.19277797181213419
0.9895,0.8041395000000016,0.2835,0.18888125446891224
0.9895,0.8025860000000014,0.3685,0.19095112359973151
0.9895,0.8032415000000014,0.4245,0.1949191022648883
0.9895,0.800837500000002,0.3735,0.19601113959096814
0.9895,0.805498,0.35,0.19232507375794772
0.9895,0.8111850000000015,0.313,0.1874235424779928
0.9895,0.7932205000000003,0.254,0.20044170756045268
0.9895,0.8029504999999999,0.3385,0.19592877098514638
0.9895,0.8164229999999998,0.35,0.18772554453510054
0.9895,0.8055495000000014,0.318,0.18946097566451522
0.9895,0.8010175000000002,0.3205,0.19490494207112885
0.9895,0.8174349999999999,0.3705,0.1877268967809354
0.9895,0.819748500000001,0.4235,0.18801939394049227
0.9895,0.8218185000000012,0.3745,0.1877193911340806
0.9895,0.8250185000000023,0.3325,0.18647048267152094
0.99,0.8276870000000015,0.404,0.18670161898333926
0.99,0.8233465000000012,0.1815,0.18848727593063141
